№ ВД	1.К-сть одержаних бюлетенів	2.К-сть виборців, внесених до списку	3.К-сть виборців, внесених до витягу для голос. за місцем перебув.	4.К-сть невикор. бюлетенів	5.К-сть виборців, які отримали бюлетені у приміщ.	6.К-сть виборців, які отримали бюлетені за місцем перебув.	7.Загальна к-сть виборців, які отримали бюлетені	8.К-сть бюлетенів, що не підлягають врахуванню	9.К-сть виборців, які взяли участь у голосуванні	10.К-сть бюлетенів, визнаних недійсними	ЗеленськийВолодимир	ПорошенкоПетро	Дата та час протоколу	oblast	tvo
210139	784	767	1	443	340	1	341	0	341	11	292	38	22.04.2019 00:03	Закарпатська область	73
210140	416	40	29	378	11	27	38	0	38	1	31	6	21.04.2019 21:15	Закарпатська область	73
210184	1952	1924	14	1101	837	14	851	0	851	19	719	113	22.04.2019 00:05	Закарпатська область	73
210191	640	621	0	253	387	0	387	0	387	11	330	46	21.04.2019 21:20	Закарпатська область	73
210196	1472	1442	45	892	537	43	580	0	580	11	510	59	21.04.2019 21:00	Закарпатська область	73
210197	992	992	9	437	550	5	555	0	555	24	340	191	21.04.2019 20:30	Закарпатська область	73
210213	1776	1764	55	858	863	55	918	0	918	11	795	112	22.04.2019 00:05	Закарпатська область	73
210214	544	529	24	313	207	24	231	0	231	0	208	23	22.04.2019 00:10	Закарпатська область	73
210215	944	935	18	440	486	18	504	0	504	6	409	89	22.04.2019 00:45	Закарпатська область	73
210216	2352	2335	50	917	1388	47	1435	0	1435	32	1274	129	22.04.2019 00:30	Закарпатська область	73
210217	1600	1586	6	959	635	6	641	0	641	22	501	118	22.04.2019 00:15	Закарпатська область	73
210218	1552	1538	8	957	588	7	595	0	595	18	457	120	22.04.2019 00:17	Закарпатська область	73
210219	1136	1117	17	669	457	10	467	0	467	12	397	58	22.04.2019 00:10	Закарпатська область	73
210220	368	357	9	168	191	9	200	0	200	7	168	25	22.04.2019 00:40	Закарпатська область	73
210221	176	169	0	100	76	0	76	0	76	0	69	7	22.04.2019 00:05	Закарпатська область	73
210222	624	605	14	324	286	14	300	0	300	12	244	44	22.04.2019 00:11	Закарпатська область	73
210664	1664	1664	10	981	679	4	683	0	683	18	552	113	22.04.2019 00:01	Закарпатська область	73
210665	2272	2250	17	1334	929	9	938	0	938	18	752	168	22.04.2019 00:10	Закарпатська область	73
210666	1216	1240	4	658	555	3	558	0	558	12	442	104	22.04.2019 00:05	Закарпатська область	73
210667	2272	2255	12	1430	836	6	842	0	842	31	728	83	22.04.2019 00:30	Закарпатська область	73
210668	1184	1198	22	804	370	10	380	0	380	9	325	46	22.04.2019 00:05	Закарпатська область	73
210669	2224	2210	15	1446	770	8	778	0	778	25	628	125	22.04.2019 01:01	Закарпатська область	73
210670	1920	1927	7	1229	689	2	691	0	691	27	540	124	22.04.2019 02:00	Закарпатська область	73
210671	1408	1413	11	805	601	2	603	0	603	18	492	93	22.04.2019 00:10	Закарпатська область	73
210672	2144	2119	7	1244	893	7	900	0	900	17	718	165	22.04.2019 00:07	Закарпатська область	73
210673	1040	1024	0	696	344	0	344	0	344	17	314	13	22.04.2019 00:47	Закарпатська область	73
210674	384	379	10	148	228	8	236	0	236	3	197	36	22.04.2019 00:15	Закарпатська область	73
210675	1216	1195	3	1004	211	1	212	0	212	19	157	36	22.04.2019 00:35	Закарпатська область	73
210676	336	81	49	256	31	49	80	0	80	8	66	6	22.04.2019 00:30	Закарпатська область	73
210808	176	23	12	155	9	12	21	0	21	0	19	2	22.04.2019 00:05	Закарпатська область	73
000001	832	680	0	155	677	0	677	0	677	83	575	19	22.04.2019 00:05	Запорізька область	74
230811	2224	2195	23	737	1471	16	1487	0	1487	33	1206	248	22.04.2019 00:21	Запорізька область	74
230814	1984	1973	30	572	1389	23	1412	0	1412	35	1141	236	22.04.2019 00:20	Запорізька область	74
230820	2272	2257	14	683	1580	9	1589	0	1589	36	1285	268	22.04.2019 00:01	Запорізька область	74
230821	1840	1819	12	606	1225	9	1234	0	1234	39	976	219	22.04.2019 00:10	Запорізька область	74
230822	2144	2111	19	790	1343	11	1354	0	1354	38	1053	263	22.04.2019 00:05	Запорізька область	74
230823	2160	2134	11	721	1434	5	1439	0	1439	34	1158	247	22.04.2019 00:27	Запорізька область	74
230824	2192	2157	15	800	1382	10	1392	0	1392	29	1165	198	22.04.2019 00:06	Запорізька область	74
230825	2320	2338	19	745	1561	14	1575	0	1575	38	1235	302	22.04.2019 00:30	Запорізька область	74
230826	2272	2253	30	674	1579	19	1598	0	1598	36	1295	267	22.04.2019 00:15	Запорізька область	74
230827	2256	2217	14	857	1388	11	1399	0	1399	35	1155	209	22.04.2019 00:50	Запорізька область	74
230828	2304	2293	17	763	1528	13	1541	0	1541	34	1250	257	22.04.2019 00:20	Запорізька область	74
230829	2336	2289	4	1027	1306	3	1309	0	1309	42	1098	169	22.04.2019 00:55	Запорізька область	74
230830	2400	2366	13	1019	1374	7	1381	0	1381	48	1123	210	22.04.2019 00:25	Запорізька область	74
230831	2096	2053	13	904	1183	9	1192	0	1192	20	960	212	22.04.2019 01:00	Запорізька область	74
230832	2192	2170	18	842	1337	13	1350	0	1350	34	1102	214	22.04.2019 00:45	Запорізька область	74
230834	176	12	3	164	9	3	12	0	12	0	11	1	22.04.2019 00:12	Запорізька область	74
230835	128	27	0	102	26	0	26	0	26	0	23	3	22.04.2019 00:06	Запорізька область	74
230836	208	27	0	183	25	0	25	0	25	0	20	5	21.04.2019 20:35	Запорізька область	74
230862	1632	1614	4	661	969	2	971	0	971	13	851	107	22.04.2019 00:02	Запорізька область	74
230863	1568	1543	5	682	884	2	886	0	886	7	785	94	22.04.2019 00:03	Запорізька область	74
230864	2000	1963	9	819	1174	7	1181	0	1181	28	1012	141	22.04.2019 00:09	Запорізька область	74
230865	1872	1865	9	715	1151	6	1157	0	1157	23	991	143	22.04.2019 00:20	Запорізька область	74
230866	1904	1801	12	716	1180	8	1188	0	1188	14	986	188	22.04.2019 01:57	Запорізька область	74
230867	2256	2185	12	783	1462	11	1473	0	1473	25	1310	137	22.04.2019 06:58	Запорізька область	74
230868	2335	2295	14	735	1589	11	1600	0	1600	27	1369	204	22.04.2019 00:30	Запорізька область	74
230869	2224	2193	8	1113	1104	7	1111	0	1111	29	942	140	22.04.2019 00:10	Запорізька область	74
230870	2448	2408	10	1242	1199	7	1206	0	1206	21	1064	121	22.04.2019 05:00	Запорізька область	74
230871	2064	2047	11	761	1294	9	1303	0	1303	21	1131	151	22.04.2019 00:30	Запорізька область	74
230872	1952	1918	1	1010	941	1	942	0	942	25	819	98	22.04.2019 00:07	Запорізька область	74
230873	1600	1562	5	792	803	5	808	0	808	25	681	102	22.04.2019 00:03	Запорізька область	74
230874	2352	2325	15	866	1473	13	1486	0	1486	26	1293	167	22.04.2019 00:15	Запорізька область	74
230875	2288	2263	15	964	1311	13	1324	0	1324	29	1135	160	22.04.2019 00:05	Запорізька область	74
230876	2272	2243	11	880	1385	7	1392	0	1392	23	1173	196	22.04.2019 00:05	Запорізька область	74
230877	2240	2218	18	851	1376	13	1389	0	1389	36	1197	156	22.04.2019 00:30	Запорізька область	74
230878	2288	2251	13	794	1483	11	1494	0	1494	19	1280	195	22.04.2019 00:10	Запорізька область	74
230879	2240	2218	8	804	1429	7	1436	0	1436	32	1153	251	22.04.2019 00:10	Запорізька область	74
230880	2192	2181	16	786	1394	12	1406	0	1406	30	1177	199	22.04.2019 00:15	Запорізька область	74
230881	2288	2263	9	793	1489	6	1495	0	1495	29	1269	197	22.04.2019 06:50	Запорізька область	74
230882	2304	2298	12	722	1573	9	1582	0	1582	37	1326	217	22.04.2019 00:05	Запорізька область	74
230883	2272	2259	15	756	1509	7	1516	0	1516	36	1261	219	22.04.2019 00:30	Запорізька область	74
230884	2160	2144	15	692	1457	11	1468	0	1468	47	1205	216	22.04.2019 00:10	Запорізька область	74
230885	2016	1986	12	686	1321	9	1330	0	1330	15	1097	218	22.04.2019 00:20	Запорізька область	74
230886	1968	1945	2	727	1239	2	1241	0	1241	23	1065	153	22.04.2019 00:10	Запорізька область	74
230887	2112	2070	20	734	1361	17	1378	0	1378	28	1141	209	22.04.2019 00:10	Запорізька область	74
230888	2032	1999	13	646	1377	9	1386	0	1386	24	1176	186	22.04.2019 06:50	Запорізька область	74
230889	2128	2102	7	675	1449	4	1453	0	1453	43	1196	214	22.04.2019 00:20	Запорізька область	74
230890	2192	2163	17	681	1500	11	1511	0	1511	28	1241	242	22.04.2019 02:10	Запорізька область	74
230891	2128	2101	15	758	1360	10	1370	0	1370	28	1132	210	22.04.2019 00:20	Запорізька область	74
230892	2080	2048	23	702	1362	16	1378	0	1378	34	1154	190	22.04.2019 00:25	Запорізька область	74
230893	2128	2121	200	623	1317	188	1505	0	1505	42	1228	235	22.04.2019 00:06	Запорізька область	74
230894	2224	2181	21	722	1484	18	1502	0	1502	19	1262	221	22.04.2019 00:06	Запорізька область	74
230895	2096	2069	14	775	1309	12	1321	0	1321	25	1141	155	22.04.2019 00:10	Запорізька область	74
230896	1520	1498	4	596	922	2	924	0	924	21	807	96	22.04.2019 00:12	Запорізька область	74
230897	2336	2305	12	787	1543	6	1549	0	1549	25	1324	199	22.04.2019 06:15	Запорізька область	74
230898	2176	2146	21	689	1475	12	1487	0	1487	31	1233	223	21.04.2019 23:45	Запорізька область	74
230899	2160	2116	11	702	1448	10	1458	0	1458	21	1211	226	22.04.2019 00:13	Запорізька область	74
230900	2320	2284	14	743	1569	8	1577	0	1577	40	1311	226	22.04.2019 00:10	Запорізька область	74
230901	2048	2023	16	648	1391	9	1400	0	1400	27	1167	206	22.04.2019 00:10	Запорізька область	74
230902	2336	2300	13	756	1567	13	1580	0	1580	34	1357	189	22.04.2019 00:10	Запорізька область	74
230903	2176	2152	17	709	1451	16	1467	0	1467	21	1229	217	22.04.2019 02:45	Запорізька область	74
230904	2192	2148	8	687	1498	7	1505	0	1505	43	1241	221	22.04.2019 00:18	Запорізька область	74
230905	1904	1865	7	627	1272	5	1277	0	1277	27	1073	177	22.04.2019 00:10	Запорізька область	74
230906	2272	2246	9	723	1547	2	1549	0	1549	138	1228	183	22.04.2019 00:31	Запорізька область	74
230907	1872	1893	4	507	1362	3	1365	0	1365	34	1081	250	22.04.2019 00:30	Запорізька область	74
230908	2224	2192	10	700	1515	9	1524	0	1524	28	1271	225	22.04.2019 00:30	Запорізька область	74
230909	2432	2413	10	742	1684	6	1690	0	1690	61	1375	254	22.04.2019 00:10	Запорізька область	74
230910	832	270	176	604	80	148	228	0	228	6	207	15	22.04.2019 00:20	Запорізька область	74
230911	464	319	0	174	290	0	290	0	290	14	238	38	22.04.2019 00:02	Запорізька область	74
230912	320	101	11	240	74	6	80	0	80	1	69	10	22.04.2019 00:20	Запорізька область	74
230913	240	61	13	180	48	12	60	0	60	3	49	8	22.04.2019 00:35	Запорізька область	74
230915	176	115	1	62	114	0	114	0	114	3	91	20	22.04.2019 00:20	Запорізька область	74
230916	80	28	0	52	28	0	28	0	28	1	25	2	22.04.2019 00:05	Запорізька область	74
231128	64	50	0	16	48	0	48	0	48	0	40	8	22.04.2019 00:13	Запорізька область	74
230838	2400	2368	16	845	1544	11	1555	0	1555	29	1368	158	22.04.2019 00:19	Запорізька область	75
230842	1888	1854	11	695	1183	10	1193	0	1193	34	1043	116	22.04.2019 01:00	Запорізька область	75
230843	1600	1580	15	531	1058	11	1069	0	1069	21	941	107	21.04.2019 21:30	Запорізька область	75
230844	2160	2143	17	729	1421	10	1431	0	1431	37	1224	170	22.04.2019 00:50	Запорізька область	75
230845	2096	2076	14	728	1357	11	1368	0	1368	31	1231	106	22.04.2019 00:05	Запорізька область	75
230846	2032	2000	10	696	1330	6	1336	0	1336	30	1152	154	22.04.2019 11:30	Запорізька область	75
230847	992	973	14	360	620	12	632	0	632	14	560	58	21.04.2019 22:30	Запорізька область	75
230848	624	608	6	225	393	6	399	0	399	11	360	28	22.04.2019 08:00	Запорізька область	75
230849	2336	2296	24	858	1459	19	1478	0	1478	21	1307	150	22.04.2019 00:05	Запорізька область	75
230850	2368	2319	24	883	1465	20	1485	0	1485	33	1298	154	22.04.2019 00:05	Запорізька область	75
230851	2224	2197	12	802	1413	9	1422	0	1422	28	1224	170	21.04.2019 21:39	Запорізька область	75
230852	2128	2099	10	770	1350	8	1358	0	1358	37	1195	126	21.04.2019 22:10	Запорізька область	75
230853	2240	2202	14	786	1446	8	1454	0	1454	40	1253	160	22.04.2019 00:20	Запорізька область	75
230854	1936	1900	14	644	1283	9	1292	0	1292	33	1089	170	22.04.2019 00:05	Запорізька область	75
230855	1984	1944	12	669	1311	4	1315	0	1315	29	1146	140	21.04.2019 22:12	Запорізька область	75
230856	1648	1632	12	596	1043	9	1052	0	1052	24	931	97	22.04.2019 00:26	Запорізька область	75
230857	1872	1841	11	652	1212	8	1220	0	1220	26	1077	117	21.04.2019 22:01	Запорізька область	75
230858	2304	2279	10	854	1442	8	1450	0	1450	23	1270	157	21.04.2019 22:15	Запорізька область	75
230859	2112	2085	20	712	1382	18	1400	0	1400	22	1254	124	21.04.2019 20:50	Запорізька область	75
230860	480	86	15	398	67	15	82	0	82	1	74	7	22.04.2019 05:13	Запорізька область	75
230861	224	17	0	207	17	0	17	0	17	0	16	1	21.04.2019 22:30	Запорізька область	75
230918	2112	2103	18	733	1367	12	1379	0	1379	36	1103	240	22.04.2019 00:15	Запорізька область	75
230919	1888	1849	23	638	1233	17	1250	0	1250	29	1001	220	22.04.2019 00:20	Запорізька область	75
230920	2096	2062	19	710	1379	7	1386	0	1386	28	1107	251	22.04.2019 00:05	Запорізька область	75
230921	1840	1810	26	661	1161	18	1179	0	1179	32	906	241	22.04.2019 00:05	Запорізька область	75
230922	1696	1667	15	561	1121	14	1135	0	1135	21	914	200	22.04.2019 00:35	Запорізька область	75
230923	1808	1797	23	574	1217	17	1234	0	1234	37	964	233	22.04.2019 00:10	Запорізька область	75
230925	1296	1273	33	422	847	27	874	0	874	23	744	107	22.04.2019 01:20	Запорізька область	75
230926	2384	2343	12	861	1515	8	1523	0	1523	32	1254	237	22.04.2019 00:05	Запорізька область	75
230927	2384	2366	10	683	1694	7	1701	0	1701	41	1385	275	22.04.2019 00:03	Запорізька область	75
230928	2368	2338	17	696	1657	15	1672	0	1672	37	1397	238	21.04.2019 22:59	Запорізька область	75
230929	2272	2243	13	643	1619	10	1629	0	1629	45	1303	281	22.04.2019 00:05	Запорізька область	75
230930	2176	2150	24	673	1486	17	1503	0	1503	40	1217	246	22.04.2019 00:15	Запорізька область	75
230931	2176	2135	19	697	1461	18	1479	0	1479	31	1217	231	22.04.2019 00:15	Запорізька область	75
